精神,"Spirit, Mind, Soul",せいしん,Noun
〜隊,"Squad, Party, Team",たい,Noun and Suffix
絶景,"Superb View, Splendid View, Stunning View, Spectacular View, Great View",ぜっけい,Noun
独り言,Talking To Yourself,ひとりごと,Noun
故に,"Therefore, Consequently",ゆえに,Conjunction
〜券,Ticket,けん,Noun and Suffix
攻める,"To Attack, To Assault, To Assail",せめる,Transitive verb and Ichidan verb
並ぶ,To Be Lined Up,ならぶ,Intransitive verb and Godan verb
比較する,To Compare,ひかくする,する verb
凍る,"To Freeze, To Be Frozen",こおる,Intransitive verb and Godan verb
逆らう,"To Go Against, To Oppose, To Be Contrary To",さからう,Intransitive verb and Godan verb
輸入する,To Import,ゆにゅうする,する verb
面接する,"To Interview With, To Interview",めんせつする,する verb
間違える,"To Make A Mistake, To Confuse, To Mistake",まちがえる,Transitive verb and Ichidan verb
回復する,To Recover,かいふくする,する verb
絶つ,"To Sever, To Cut Off, To Abstain From",たつ,Transitive verb and Godan verb
移す,"To Shift, To Transfer",うつす,Transitive verb and Godan verb
撃つ,"To Shoot, To Attack, To Fire A Gun",うつ,Godan verb
無我夢中,"Total Absorption, Ecstasy",むがむちゅう,Noun and の adjective
研修,"Training, In Service Training, Study",けんしゅう,Noun and する verb
処置,"Treatment, Measure",しょち,Noun and する verb
傘,Umbrella,かさ,Noun
傘立て,"Umbrella Stand, Umbrella Holder",かさたて,Noun
庫,"Warehouse, Granary",くら,Noun
我々,"We, Us",われわれ,Pronoun and の adjective
針金,Wire,はりがね,Noun and の adjective
妙薬,"Wonder Drug, Miracle Cure",みょうやく,Noun
横浜,Yokohama,よこはま,Proper noun
省略,"Abbreviation, Omission, Abbreviate, Leave Out",しょうりゃく,Noun and する verb
略語,Abbreviation,りゃくご,Noun
板,"A Board, Board, A Plank, Plank",いた,Noun
怒気,"Anger, Fit Of Anger",どき,Noun
怒り,"Anger, Wrath",いかり,Noun
痛み,"A Pain, Pain",いたみ,Noun
面積,Area,めんせき,Noun
添付,Attachment,てんぷ,"Noun, する verb, and の adjective"
航空,"Aviation, Flight",こうくう,Noun and の adjective
宴会,"Banquet, Dinner Party",えんかい,Noun and の adjective
宴,"Banquet, Dinner Party, Party, Feast",うたげ,Noun
お腹,"Belly, Stomach, Abdomen",おなか,Noun
黒板,Blackboard,こくばん,Noun
官僚,"Bureaucrat, Bureaucracy",かんりょう,Noun
閣議,Cabinet Meeting,かくぎ,Noun
閣僚,Cabinet Ministers,かくりょう,Noun
中欧,Central Europe,ちゅうおう,Noun
織物,"Cloth, Fabric",おりもの,Noun
倒壊,"Collapse, Destruction, Crumbling",とうかい,Noun and する verb
同僚,"Colleague, Coworker",どうりょう,Noun
全壊,"Complete Destruction, Total Destruction",ぜんかい,Noun and する verb
寄与,"Contribution, Service",きよ,Noun and する verb
寄付,"Contribution, Donation",きふ,Noun and する verb
好奇心,Curiosity,こうきしん,Noun
娘,Daughter,むすめ,Noun
締切,"Deadline, Closing Date",しめきり,Noun
要請,"Demand, Request",ようせい,Noun and する verb
請求,"Demand, Claim, Request, Charge",せいきゅう,Noun and する verb
診断,Diagnosis,しんだん,"Noun, する verb, and の adjective"
乾季,Dry Season,かんき,Noun and の adjective
江戸,"Edo, Tokyo",えど,Noun
欧米,"Europe And America, America And Europe, Usa And Europe, Europe And Usa, The West",おうべい,Noun and の adjective
日欧,"Europe And Japan, Japan And Europe",にちおう,Noun
極めて,Extremely,きわめて,Adverb
猛烈,"Fierce, Violent, Intense",もうれつ,な adjective
猛〜,"Fierce, Energetic",もう,Prefix
腹切り,"Harakiri, Ritual Suicide",はらきり,Noun
英雄,Hero,えいゆう,Noun
迷い,"Hesitation, Indecision, Doubt",まよい,Noun
街道,"Highway, Motorway",かいどう,Noun
腹が減った,"Hungry, To Be Hungry",はらがへった,Expression
熱烈,"Impassioned, Passionate Enthusiasm, Passionate, Vehement",ねつれつ,Noun and な adjective
索引,Index,さくいん,Noun and の adjective
入り江,"Inlet, Cove",いりえ,Noun
日韓,"Japan And South Korea, South Korea And Japan, Japan And Korea, Korea And Japan",にっかん,Noun
乾杯,"Kanpai, Toast, Cheers",かんぱい,Noun and する verb
検索,"Lookup, Internet Search",けんさく,Noun and する verb
診察,"Medical Exam, Medical Examination",しんさつ,Noun and する verb
大臣,"Minister, Cabinet Member",だいじん,Noun
居眠り,"Nap, Doze, Dozing, Nodding Off, Dozing Off",いねむり,Noun and する verb
航法,Navigation,こうほう,Noun
直航,"Nonstop Flight, Direct Voyage",ちょっこう,Noun and する verb
催告,Notification,さいこく,Noun and する verb
監視,"Observation, Monitor, Keep Watch Over, Surveillance",かんし,Noun and する verb
奇数,Odd Number,きすう,Noun and の adjective
一杯,"One Cup, One Cup Of Liquid, A Drink, One Drink",いっぱい,"Adverb, Noun, な adjective, and の adjective"
一人娘,Only Daughter,ひとりむすめ,Noun
痛み止め,Painkiller,いたみどめ,Noun
請願,Petition,せいがん,"Noun, する verb, and の adjective"
恐怖症,Phobia,きょうふしょう,Noun and Suffix
綺麗,"Pretty, Beautiful, Clean",きれい,な adjective
宗教,Religion,しゅうきょう,Noun
貸し,Rental,かし,Noun
略図,Rough Sketch,りゃくず,Noun and の adjective
怖い,Scary,こわい,い adjective
恐ろしい,"Scary, Fearful",おそろしい,い adjective
捜索,"Search, Investigation",そうさく,Noun and する verb
宗派,"Sect, Denomination",しゅうは,Noun and の adjective
商店街,Shopping District,しょうてんがい,Noun
招き猫,"Shop Window Cat, Beckoning Cat, Maneki Neko",まねきねこ,Noun
眠り薬,"Sleeping Pills, Sleeping Drugs, Sleeping Medicine",ねむりぐすり,Noun
睡眠薬,"Sleeping Pills, Sleeping Drugs, Sleeping Medicine",すいみんやく,Noun
韓国,"South Korea, Korea",かんこく,Noun
迷惑メール,"Spam, Junk Mail, Unsolicited Mail","めいわくめーる, めいわくメール",Noun
主催,"Sponsorship, Promotion",しゅさい,Noun and する verb
看板,Store Sign,かんばん,Noun
奇妙,"Strange, Curious, Odd",きみょう,Noun and な adjective
緊張,"Stress, Tension, Nervous",きんちょう,Noun and する verb
強烈,"Strong, Intense",きょうれつ,Noun and な adjective
大略,"Summary, Outline",たいりゃく,Noun
監督,"Supervision, Direction, Director",かんとく,"Noun, する verb, and の adjective"
恐怖,"Terror, Fear",きょうふ,Noun and する verb
三杯,"Three Cups, Three Cups Of Liquid",さんばい,Noun
略す,To Abbreviate,りゃくす,Transitive verb and Godan verb
積もる,"To Accumulate, To Get Piled Up",つもる,Godan verb
怒らせる,"To Anger Someone, To Anger, To Provoke, To Offend Someone",おこらせる,Ichidan verb
添える,"To Append, To Accompany, To Garnish",そえる,Transitive verb and Ichidan verb
寄る,"To Approach, To Visit, To Drop In",よる,Intransitive verb and Godan verb
構える,"To Assume A Stance, To Get Ready To Fight",かまえる,Transitive verb and Ichidan verb
痛む,"To Be Painful, To Hurt",いたむ,Intransitive verb and Godan verb
詰まる,"To Be Stuffed, To Be Crammed Full",つまる,Intransitive verb and Godan verb
壊す,"To Break Something, To Break",こわす,Transitive verb and Godan verb
診る,"To Examine A Patient, To Examine",みる,Transitive verb and Ichidan verb
乾く,"To Get Dry, To Become Dry, To Be Dried",かわく,Intransitive verb and Godan verb
道に迷う,"To Get Lost, To Be Lost",みちにまよう,Expression and Godan verb
腹立つ,"To Get Mad, To Get Angry",はらだつ,Godan verb
見極める,"To See Through, To Get To The Bottom Of",みきわめる,Transitive verb and Ichidan verb
眠る,To Sleep,ねむる,Intransitive verb and Godan verb
詰める,"To Stuff In, To Cram In",つめる,Transitive verb and Ichidan verb
請ける,"To Take, To Undertake, To Accept, To Receive",うける,Transitive verb and Ichidan verb
誘惑する,"To Tempt, To Seduce",ゆうわくする,する verb
締まる,"To Tighten, To Become Tight, To Become Taut",しまる,Intransitive verb and Godan verb
促す,"To Urge, To Pressure",うながす,Transitive verb and Godan verb
訪れる,To Visit,おとずれる,Transitive verb and Ichidan verb
二杯,"Two Cups, Two Cups Of Liquid",にはい,Noun
不健康,"Unhealthy, Not Healthy",ふけんこう,Noun and な adjective
催促,"Urge, Press For, Demand",さいそく,Noun and する verb
緊急,"Urgent, Emergency",きんきゅう,"Noun, な adjective, and の adjective"
体積,Volume,たいせき,Noun
禅宗,Zen Sect,ぜんしゅう,Noun
浮気,"Affair, Infidelity",うわき,"Noun, する verb, and な adjective"
魅力,"Allure, Charm, Attraction, Appeal",みりょく,Noun
一覧,"A Look, A Glance, List, Table",いちらん,Noun and する verb
変更,"Alteration, Change",へんこう,Noun and する verb
遊園地,"Amusement Park, Theme Park",ゆうえんち,Noun
適当,"Appropriate, Proper, Irresponsible",てきとう,Noun and な adjective
服飾,Attire,ふくしょく,Noun and の adjective
先程,A While Ago,さきほど,Noun
背後,"Background, Behind The Scenes",はいご,Noun and の adjective
背景,Background,はいけい,Noun
預金,"Bank Deposit, Deposit, Bank Account",よきん,Noun and する verb
官僚的,Bureaucratic,かんりょうてき,Noun and な adjective
強盗,"Burglary, Robbery, Burglar, Robber",ごうとう,Noun
版権,Copyright,はんけん,Noun
電飾,Decorative Lighting,でんしょく,Noun
移住者,"Emigrant, Immigrant, Migrant",いじゅうしゃ,Noun
博覧会,"Exposition, Exhibition, Fair",はくらんかい,Noun
初版,First Edition,しょはん,Noun
旗,Flag,はた,Noun
更に,"Furthermore, Moreover, Anew, Again",さらに,Adverb and Conjunction
背,"Height, Back, Spine",せ,Noun
快速,"High Speed, Express",かいそく,"Noun, な adjective, and の adjective"
新婚旅行,Honeymoon,しんこんりょこう,Noun and の adjective
照明,"Illumination, Lighting",しょうめい,"Noun, する verb, and の adjective"
成程,"I See, That&#39;s Right, Indeed",なるほど,Adverb and Expression
日系,"Japanese Descent, Of Japanese Descent",にっけい,Noun and の adjective
幼稚園,Kindergarten,ようちえん,Noun
欠乏,"Lack, Scarcity, Deficiency",けつぼう,Noun and する verb
漏出,"Leak Out, Escape, Leakage",ろうしゅつ,Noun and する verb
ご覧,"Look At, See",ごらん,Interjection
結婚,Marriage,けっこん,"Noun, する verb, and の adjective"
求婚,Marriage Proposal,きゅうこん,Noun and する verb
主,"Master, Head Of Household, Leader",ぬし,Noun
精神病,"Mental Illness, Mental Disorder",せいしんびょう,Noun
国旗,National Flag,こっき,Noun
騒音,"Noise, Din",そうおん,Noun
懐かしい,"Nostalgic, Nostalgia",なつかしい,い adjective
越権,"Overstepping Your Authority, Overstep One&#39;s Authority, Overstepping One&#39;s Authority",えっけん,Noun and の adjective
撮影,"Photoshoot, Movie Shoot, Photographing, Filming",さつえい,Noun and する verb
枕,Pillow,まくら,Noun and Suffix
盗作,Plagiarism,とうさく,Noun and する verb
快適,"Pleasant, Agreeable, Comfortable",かいてき,Noun and な adjective
快い,Pleasant,こころよい,い adjective
快楽,"Pleasure, Enjoyment",かいらく,Noun and の adjective
快感,"Pleasure, Pleasant Feeling",かいかん,Noun
貧乏,"Poor, Poverty",びんぼう,Noun and な adjective
貧しい,Poor,まずしい,い adjective
延長,"Prolonging, Extension",えんちょう,Noun and する verb
程よく,"Properly, Well",ほどよく,Adverb
出版,Publishing,しゅっぱん,Noun and する verb
購入,Purchase,こうにゅう,Noun and する verb
購買,Purchasing,こうばい,Noun and する verb
押し,"Push, Pressure",おし,Noun
更生,"Rebirth, Resuscitation, Rehabilitation",こうせい,Noun and する verb
更新,"Renewal, Update",こうしん,Noun and する verb
乏しい,"Scarce, Meager",とぼしい,い adjective
盗撮,"Secret Photography, Secret Filming",とうさつ,Noun and する verb
太陽系,Solar System,たいようけい,Noun
精神的,"Spiritual, Mental, Emotional",せいしんてき,な adjective
盗品,"Stolen Goods, Stolen Items",とうひん,Noun and の adjective
購読,Subscription,こうどく,"Noun, する verb, and の adjective"
体系的,Systematic,たいけいてき,な adjective
翌日,"The Next Day, Next Day, The Following Day",よくじつ,Noun
翌月,"The Next Month, Next Month, The Following Month",よくげつ,Noun
翌朝,"The Next Morning, Next Morning, The Following Morning","よくあさ, よくちょう",Noun
翌年,"The Next Year, Next Year, The Following Year","よくねん, よくとし",Noun
切符,Ticket,きっぷ,Noun
攻撃する,To Attack,こうげきする,する verb
渇く,"To Become Thirsty, To Be Thirsty, To Become Dry",かわく,Intransitive verb and Godan verb
匂う,"To Be Fragrant, To Smell Good",におう,Intransitive verb and Godan verb
移る,"To Be Shifted, To Be Transferred",うつる,Intransitive verb and Godan verb
冷やす,"To Chill Something, To Chill",ひやす,Transitive verb and Godan verb
飾る,To Decorate,かざる,Transitive verb and Godan verb
預ける,"To Deposit, To Deposit Money",あずける,Transitive verb and Ichidan verb
診断する,To Diagnose,しんだんする,する verb
絶える,"To Die Out, To End",たえる,Intransitive verb and Ichidan verb
照れる,"To Feel Embarrassed, To Be Shy, To Be Embarrassed, To Feel Shy",てれる,Intransitive verb and Ichidan verb
浮く,To Float,うく,Intransitive verb and Godan verb
越える,"To Go Beyond, To Cross Over",こえる,Intransitive verb and Ichidan verb
照らす,To Illuminate,てらす,Transitive verb and Godan verb
漏れる,"To Leak, To Leak Out",もれる,Intransitive verb and Ichidan verb
並べる,"To Line Up, To Put In Order",ならべる,Transitive verb and Ichidan verb
騒ぐ,"To Make Noise, To Be Boisterous, To Make A Fuss",さわぐ,Intransitive verb and Godan verb
遊ぶ,To Play,あそぶ,Intransitive verb and Godan verb
延期する,To Postpone,えんきする,する verb
延ばす,"To Prolong, To Lengthen, To Extend",のばす,Transitive verb and Godan verb
